,Product Name,Processor Type,RAM,Storage,Display,Price
239,"ASUS VivoBook S 14 Flip TP3402VA Core i5 13th Gen 14"" WUXGA Touch Laptop","Intel Core i7-11800H (24M Cache, 2.30 GHz up to 4.60 GHz)",8GB , 256GB SSD,15.3,124000
240,"Lenovo Yoga 6 13ABR8 Ryzen 7 7730U 13.3"" FHD Touch Laptop",AMD Ryzen 7 7735HS ,16GB RAM , 512GB SSD,15.3,125000
241,"Asus ZenBook 14 UM3402YA Ryzen 7 5825U 14"" WQXGA Laptop","Intel Core i7-12700H (24M Cache, 3.50 GHz up to 4.70 GHz)",16GB DDR5 , 512GB SSD,14.0,129000
242,"Asus ZenBook 14 OLED UM3402YA Ryzen 5 5625U 14"" WQHD Laptop","AMD Ryzen 5 5600H (L2 3MB & L3 16MB Cache, 3.3GHz Up to 4.2GHz)",16GB , 512GB SSD,13.5,129500
243,"MSI Cyborg 15 A12VE Core i5 12th Gen RTX 4050 6GB Graphics 15.6"" FHD Gaming Laptop","Intel Core i5-11400H Processor (12M Cache, 2.70 GHz up to 4.50 GHz)",16GB (8x2) DDR5 , 1TB SSD,13.3,129500
244,"Lenovo IdeaPad Pro 5 16ARP8 Ryzen 5 7535HS 16"" 2.5K Laptop","Intel Core i5-12450H (12M Cache, 3.30 GHz up to 4.40 GHz)",16GB DDR5 4800MHz , 512GB SSD,,129500
245,"ASUS TUF Gaming F15 FX506HF Core i7 11th Gen RTX 3050Ti 4GB Graphics 15.6"" FHD Gaming Laptop","Intel Core i5-12500H Processor (18M Cache, up to 4.50 GHz)",16GB DDR5 , 512GB SSD ,,129900
246,"Lenovo IdeaPad Pro 5 16ARP8 Ryzen 7 7735HS 16"" 2.5K Laptop","Intel Core i5-12450H (12M Cache, 3.30 GHz up to 4.40 GHz)",16GB LPDDR5 , 512GB SSD,14.5,130000
247,"ASUS TUF Gaming F15 FX507ZC4 Core i7 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop","Intel Core i5-12450H (12M Cache, 3.30 GHz up to 4.40 GHz)",8GB , 256GB SSD,,131900
248,"ASUS Vivobook Pro 15 M3500QC Ryzen 5 5600H RTX 3050 4GB Graphics 15.6"" FHD Laptop","Intel Core i5-12450H (12M Cache, 3.30 GHz up to 4.40 GHz)",16GB DDR4 , 512GB SSD,14.2,132000
249,"ASUS TUF Gaming F15 FX506HE Core i5 11th Gen RTX 3050 Ti 4GB Graphics 15.6"" FHD Gaming Laptop","Ryzen 7 5800H (8-core, 16-thread, 20MB cache, up to 4.4 GHz)",16GB DDR4 3200MHz , 512GB NVMe SSD,,133500
250,"MSI Sword 15 A12UCX Core i5 12th Gen RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop","Intel Core i7-13700H (24M Cache, 3.70 GHz up to 5.0 GHz)",8GB , 256GB SSD,,134000
251,GIGABYTE G5 KF Core i5 12th Gen RTX 4060 8GB Graphics 15.6'' FHD 144Hz Gaming Laptop,"AMD Ryzen 7 6800H (16M Cache, 3.2 GHz up to 4.7 GHz)",16GB DDR5  , 512GB SSD ,14.0,135000
252,"Asus TUF Dash F15 FX517ZC Core i5 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop","AMD Ryzen 7 7730U (8-core/16-thread, 16MB cache, up to 4.5 GHz)",8GB DDR5 4800MHz  , 512GB SSD,,139000
253,"MSI Katana 15 B12UDXK Core i5 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)",16GB DDR4 3200MHz  , 512GB SSD,16.2,139000
254,"Thunderobot 911MT Core i5 12th Gen RTX 3060 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop","AMD Ryzen 7 6800H (16M Cache, 3.2 GHz up to 4.7 GHz)",16GB LPDDR4X , 512GB SSD,14.2,139000
255,"ASUS Vivobook Pro 15 M3500QC Ryzen 7 5800H RTX 3050 4GB Graphics 15.6"" FHD Laptop","Intel Core i5-12450H (12M Cache, 3.30 GHz up to 4.40 GHz)",16GB DDR4 , 512GB M.2 NVMe PCIe 3.0 SSD,14.2,139500
256,"Lenovo IdeaPad Slim 5 16IRL8 Core i7 13th Gen 16"" WUXGA Laptop","AMD Ryzen 7 5800H (8-core, 16-thread, 20MB cache, up to 4.4 GHz)",16GB DDR4 3200MHz , 512GB SSD,14.2,140000
257,"ASUS TUF Gaming A15 FA507RE Ryzen 7 6800H RTX 3050 Ti 4GB Graphics 15.6"" FHD Gaming Laptop","Intel Core i5-13500H (18M Cache, 3.40 GHz, up to 4.70 GHz)",16GB LPDDR5 on board , 512GB SSD,14.2,142900
258,"ASUS Vivobook S 16 Flip OLED TN3604YA Ryzen 7 7730U 16"" 3.2K Touch Laptop","Intel Core i5-12500H Processor (18M Cache, up to 4.50 GHz)",16GB DDR5 , 1TB SSD,14.2,142900
259,"Lenovo ThinkPad P14s Gen 2 Core i5 11th Gen 14"" FHD Business Laptop","Intel Core i5-12500H (18M Cache, up to 4.50 GHz)",8GB DDR5 4800MHz  , 512GB SSD,16.2,143000
260,"ASUS TUF Gaming A15 FA507RC Ryzen 7 6800H RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",Intel Core i5-12500H (Up to 4.40 GHz),16GB DDR5 , 512GB SSD,16.2,144000
261,"Lenovo IdeaPad Gaming 3i Core i5 12th Gen RTX 3050 4GB Graphics 16"" 2K WUXGA Laptop","Intel Core i5-13420H (12M Cache, 3.4 GHz up to 4.6 GHz)",16GB DDR4  , 512GB SSD,16.2,144000
262,"ASUS Vivobook Pro 15 OLED M3500QC Ryzen 7 5800H RTX 3050 4GB Graphics 15.6"" FHD Laptop with Windows 11","Apple M2 chip, 8-core CPU with 4 performance cores and 4 efficiency cores",8GB , 512GB SSD,16.2,144500
263,"Thunderobot 911X Core i5 13th Gen RTX 4050 6GB Graphics 15.6"" FHD 165Hz Gaming Laptop","AMD Ryzen 7 6800H (16M Cache, 3.2 GHz up to 4.7 GHz)",8GB , 512GB SSD,16.2,144900
264,"GIGABYTE G5 KE Core i5 12th Gen RTX 3060 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop","Intel Core i7-1255U (12M Cache, 3.5 GHz up to 4.7 GHz)",16GB DDR5 4800MHz  , 512GB SSD,14.2,146000
265,"GIGABYTE AORUS 15 9MF Core i5 12th Gen RTX 4050 6GB Graphics 15.6"" FHD 360Hz Gaming Laptop","AMD Ryzen 7 6800H (16M Cache, 3.2 GHz up to 4.7 GHz)",16GB DDR4-3200 , 1TB SSD,14.2,146000
266,"ASUS VivoBook 16X K3605ZF-MX041W Core i5 12th Gen 16"" OLED Laptop","AMD Ryzen 9 5900HX (16MB L3 Cache, 3.3GHz up to 4.6GHz)",16GB RAM , 512GB SSD,16.2,148000
267,"Lenovo LOQ 15IRH8 Core i5 13th Gen RTX 3050 6GB Graphics 15.6"" FHD Gaming Laptop","Apple M2 chip, 8-core CPU with 4 performance cores and 4 efficiency cores",16GB DDR5 4800MHz , 512GB SSD,16.2,148000
268,Apple MacBook Air (2022) Apple M2 Chip 13.6-Inch Liquid Retina Display 8GB RAM 256GB SSD Midnight #MLY33LL/A / MLY33ZP/A,"Intel Core i7-1255U (12M Cache, up to 4.70 GHz)",16GB LPDDR5 , 1TB SSD,16.2,149000
269,"ASUS Vivobook S 16X OLED M5602RA Ryzen 7 6800H 16"" OLED Laptop",Intel Core i5 13500HX 13th Gen,8GB , 512GB SSD,16.2,149000
270,"Lenovo IdeaPad Flex 5 14IAU7 Core i7 12th Gen 14"" WUXGA Touch Laptop","Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz, with IPU)",8GB , 512GB SSD,16.2,150000
271,"ASUS TUF Gaming A15 FA507RE Ryzen 7 6800H RTX 3050 Ti 4GB Graphics 15.6"" FHD Jaeger Gray Gaming Laptop","Intel Core i7-13620H (24M Cache, 2.4 GHz up to 4.90 GHz)",8GB , 512GB SSD,15.3,143000
272,Lenovo IdeaPad D330 10IGL Intel CDC N4020 4GB RAM 128GB eMMC 10.1 Inch HD IPS Touch Display Mineral Grey Laptop,Intel Celeron,4GB,128GB eMMC,10.1,34500
273,HP 15s-eq1578AU AMD Athlon Silver 3050U 8GB  256GB SSD 15.6 Inch FHD Display Silver Laptop,AMD Athlon,8GB,256GB SSD,15.6,46500
274,"Acer Aspire 3 A315-510P-38RH (13th Gen Standard) Intel Core i3 N305 8GB RAM, 512GB SSD 15.6 Inch FHD Display Pure Silver Laptop",Core i3,8GB,512GB SSD,15.6,49800
275,Lenovo IdeaPad 1 15ADA7 AMD Ryzen 3 3250U 8GB RAM 512GB SSD 15.6 Inch FHD Display Cloud Grey Laptop,Ryzen 3,8GB,512GB SSD,15.6,49900
276,Lenovo IdeaPad Slim 3i 15ITL 11th Gen Intel Core i3 1115G4 4GB RAM 256GB SSD 15.6 Inch FHD Display Arctic Grey Laptop,Core i3,4GB,256GB SSD,15.6,51400
277,Acer Aspire 3 A315-24P AMD Ryzen 3 7320U 8GB RAM 512GB SSD 15.6 Inch FHD Display Pure Silver Laptop#UN.KDESI.027,Ryzen 3,8GB,512GB SSD,15.6,53000
278,Lenovo IdeaPad 1 15AMN7 AMD Ryzen 3 7320U 8GB RAM 512GB SSD 15.6 Inch FHD Display Sand Laptop,Ryzen 3,8GB,512GB SSD,15.6,53400
279,HP 15s-fq5486TU Intel Core i3 1215U 4GB RAM 256GB SSD 15.6 Inch FHD Display Black Laptop,Core i3,4GB,256GB SSD,15.6,56500
280,Acer Aspire 3 A315-59-390P Intel Core i3 1215U 8GB RAM 512GB SSD 15.6 Inch FHD Display Pure Silver Laptop,Core i3,8GB,512GB SSD,15.6,57000
281,"Acer Aspire 3 A315-59-332B Intel Core i3 1215U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Pure Silver Laptop #NX.K6TSI.00H/UN.K6TSI.024",Core i3,8GB,512GB SSD,15.6,57500
282,Huawei MateBook D 15 Intel Core i3 1115G4 8GB RAM 256GB SSD 15.6 Inch FHD Display Silver Laptop,Core i3,8GB,256GB SSD,15.6,60500
283,Dell Inspiron 15 3520 Intel Core i3 1215U 8GB RAM 512GB SSD 15.6 Inch FHD Display Platinum Silver Laptop,Core i3,8GB,512GB SSD,15.6,60500
284,Acer Aspire Lite AL15-41 AMD Ryzen 5 5500U 8GB RAM 512GB SSD 15.6 Inch FHD Display Titanium Gray Laptop,Ryzen 5,8GB,512GB SSD,15.6,61000
285,Acer Aspire 5 5P-A515-58P Intel Core i3 1305U 8GB RAM 512GB SSD 15.6 Inch FHD Display Steel Gray Laptop,Core i3,8GB,512GB SSD,15.6,61500
286,Acer Aspire Lite AL15-51 Intel Core i5 1155G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Titanium Gray Laptop,Core i5,8GB,512GB SSD,15.6,61500
287,Asus VivoBook 15 X1500EA Intel Core i3 1115G4 8GB RAM 1TB HDD 15.6 Inch FHD WV Display Indie Black Laptop,Core i3,8GB,1TB HDD,15.6,62800
288,HP 15s-fq5786TU Intel Core i3 1215U 8GB RAM 512GB SSD 15.6 Inch FHD Display Silver Laptop,Core i3,8GB,512GB SSD,15.6,63500
289,Asus VivoBook 15 X1502ZA Intel Core i3 1215U 4GB RAM 256GB SSD 15.6 Inch FHD Display Terra Cotta Laptop,Core i3,4GB,256GB SSD,15.6,63900
290,Asus X515EA Intel Core i5 1135G7 4GB RAM 1TB HDD 15.6 Inch FHD Display Peacock Blue Laptop,Core i5,4GB,1TB HDD,15.6,68500
291,Asus X515EA Intel Core i5 1135G7 4GB RAM 1TB HDD 15.6 Inch FHD Display Slate Grey Laptop #EJ2460W-X515EA,Core i5,4GB,1TB HDD,15.6,68500
292,Acer Aspire 3 A315-59-5031 Intel Core i5 1235U 8GB RAM 512GB SSD 15.6 Inch FHD Display Pure Silver Laptop,Core i5,8GB,512GB SSD,15.6,71500
293,Dell Latitude 15-3520 Intel Core i5 1135G7 8GB RAM 256GB SSD 15.6 Inch HD Display Black Laptop,Core i5,8GB,256GB SSD,15.6,73500
294,Huawei MateBook D 15 Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Silver Laptop,Core i5,8GB,512GB SSD,15.6,76000
295,Huawei MateBook B3-520 Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Space Gray Laptop,Core i5,8GB,512GB SSD,15.6,76000
296,"Acer Swift Go 14 SFG14-41-R5RB AMD Ryzen 5 7530U 8GB RAM, 512GB SSD 14 Inch FHD Display Pure Silver Laptop",Ryzen 5,8GB,512GB SSD,14.0,77000
297,Acer TravelMate P214-53-72WA Intel Core i7 1165G7 8GB RAM 512GB SSD 14 Inch FHD Display Shale Black Laptop,Core i7,8GB,512GB SSD,14.0,82500
298,Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 7 7730U 8GB RAM 512GB SSD 15.6 Inch FHD Antiglare IPS Display Arctic Grey Laptop,Ryzen 7,8GB,512GB SSD,15.6,83000
299,Lenovo IdeaPad Slim 3i 15ITL6 Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD Antiglare Display Arctic Grey Laptop #82H803EUIN-2Y,Core i7,8GB,512GB SSD,15.6,88000
300,Dell Inspiron 15 3525 AMD Ryzen 7 5825U 8GB RAM 512GB SSD 15.6 Inch FHD Display Platinum Silver Laptop,Ryzen 7,8GB,512GB SSD,15.6,88500
301,MSI Modern 15 A11MU Intel Core i7 1195G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Carbon Gray Laptop,Core i7,8GB,512GB SSD,15.6,89500
302,MSI Modern 14 C11M Intel Core i7 1195G7 8GB RAM 512GB SSD 14 Inch FHD Display Classic Black Laptop,Core i7,8GB,512GB SSD,14.0,95000
303,Lenovo IdeaPad Slim 3i 15ITL6 Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD Antiglare LED Display Abyss Blue Laptop,Core i7,8GB,512GB SSD,15.6,95500
304,"Acer Aspire 5 5M-A515-58GM Intel Core i5 1335U 16GB RAM, 512GB SSD 15.6 Inch FHD IPS Display Steel Gray Gaming Laptop",Core i5,16GB,512GB SSD,15.6,99500
305,"Acer Swift Go 14 SFG14-71-557P Intel Core i5 13500H 16GB RAM, 512GB SSD 14 Inch 2.8K OLED WQHD Display Sunshiny Gold Laptop",Core i5,16GB,512GB SSD,14.0,119000
306,Gigabyte Gaming G5 KE Intel Core i5 12500H 8GB RAM 512GB SSD 15.6 Inch FHD Display Matte Black Gaming Laptop,Core i5,8GB,512GB SSD,15.6,146000
307,Lenovo IdeaPad Gaming 3i 15IHU Intel Core i7 11370H 16GB RAM 1TB HDD + 256GB SSD 15.6 Inch FHD Display Shadow Black Gaming Laptop #82K100WFIN-3Y,Core i7,16GB,1TB HDD+256GB SSD,15.6,118000
308,Chuwi HeroBook Pro Intel CDC N4020 8GB RAM 256GB SSD 14.1 Inch FHD Display Grey Laptop,Intel Celeron,8GB,256GB SSD,14.0,28800
309,Chuwi GemiBook XPro Intel Core N100 8GB RAM 256GB SSD 14.1 Inch FHD Display Grey Laptop,Intel Celeron,8GB,256GB SSD,14.0,34900
310,Lenovo IdeaPad Slim 3i 15IGL Intel CDC N4020 4GB RAM 1TB HDD 15.6 Inch HD Display Platinum Grey Laptop,Core N100,4GB,1TB HDD,15.6,35000
311,Chuwi GemiBook Plus Intel Core N100 8GB RAM 256GB SSD 15.6 Inch FHD Display Grey Laptop,Intel Celeron,8GB,256GB SSD,15.6,35900
312,Lenovo IdeaPad Slim 3i 15IGL Intel CDC N4020 4GB RAM 1TB HDD 15.6 Inch HD Antiglare Display Platinum Grey Laptop,Intel Celeron,4GB,1TB HDD,15.6,36000
313,Asus 15 P1511CMA Intel CDC N4020 4GB RAM 1TB HDD 15.6 Inch HD Display Slate Grey Laptop (Carry bag not included),Intel Celeron,4GB,1TB HDD,15.6,37500
314,HP 250 G8 Intel CDC N4020 4GB RAM 1TB HDD 15.6 Inch FHD Display Dark Ash Silver Laptop,Intel Celeron,4GB,1TB HDD,15.6,38500
315,Asus X415KA Intel CDC N4500 4GB RAM 1TB HDD 14 Inch FHD Display Slate Grey Laptop,Intel Celeron,4GB,1TB HDD,14.0,39500
316,Asus X515MA Intel CDC N4020 4GB RAM 1TB HDD 15.6 Inch FHD Display Transparent Silver Laptop #BQ675W-X515MA,Intel Celeron,4GB,1TB HDD,15.6,40500
317,Asus X515KA Intel CDC N4500 4GB RAM 1TB HDD 15.6 Inch FHD Display Transparent Silver Laptop,Intel Celeron,4GB,1TB HDD,15.6,40500
318,Asus X515KA Intel CDC N4500 4GB RAM 1TB HDD 15.6 Inch FHD Display Slate Grey Laptop,Intel Celeron,4GB,1TB HDD,15.6,40500
319,Asus X515MA Intel CDC N4020 4GB RAM 1TB HDD 15.6 Inch FHD Display Slate Grey Laptop,Intel Celeron,4GB,1TB HDD,15.6,43500
320,Asus VivoBook 14 E410MA Intel CDC N4020 4GB RAM 256GB SSD 14 Inch HD Display Blue Laptop,Core i3,4GB,256GB SSD,14.0,44000
321,Acer Extensa 15 EX215-54-34SE Intel Core i3 1115G4 4GB RAM 1TB HDD 15.6 Inch FHD Display Charcoal Black Laptop,Ryzen 3,4GB,1TB HDD,15.6,46500
322,Asus D415DA AMD Ryzen 3 3250U 4GB RAM 1TB HDD 14 Inch HD Display Slate Grey Laptop,Ryzen 3,4GB,1TB HDD,14.0,46500
323,Asus M515DA AMD Ryzen 3 3250U 4GB RAM 1TB HDD 15.6 Inch HD Display Slate Grey Laptop,Intel Celeron,4GB,1TB HDD,15.6,46500
324,Asus E510MA Intel CDC N4020 4GB RAM 512GB SSD 15.6 Inch FHD Display Star Black Laptop #EJ601W-E510MA,Ryzen 3,4GB,512GB SSD,15.6,47000
325,"Asus D415DA AMD Ryzen 3 3250U 8GB RAM 1TB HDD 14 Inch HD Display, Slate Grey Laptop",Ryzen 3,8GB,1TB HDD,14.0,47900
326,Chuwi MiniBook X 2 in 1 Intel Core N100 12GB RAM 512GB SSD 10.5 Inch FHD+ WUXGA Touch Display Grey Laptop,Ryzen 3,12GB,512GB SSD,10.5,47900
327,Asus D515DA AMD Ryzen 3 3250U 4GB RAM 512GB SSD 15.6 Inch FHD Display Slate Grey Laptop #EJ1325W-D515DA,Core i5,4GB,512GB SSD,15.6,48900
328,Asus D515DA AMD Ryzen 3 3250U 4GB RAM 512GB SSD 15.6 Inch FHD Display Slate Grey Laptop #D515DA-EJ1576W,Core i3,4GB,512GB SSD,15.6,48900
329,Chuwi UBook X 2 in 1 Intel Core i5 10210Y 8GB RAM 256GB SSD 12 Inch 2K Touch Display Grey Laptop,Ryzen 3,8GB,256GB SSD,12.0,49900
330,Lenovo IdeaPad Slim 3i 15ITL6 Core i3 1115G4 4GB RAM 1TB HDD 15.6 Inch FHD Display Arctic Grey Laptop,Core i3,4GB,1TB HDD,15.6,52900
331,Lenovo IdeaPad 1 15AMN7 AMD Ryzen 3 7320U 8GB RAM 512GB SSD 15.6 Inch FHD Display Cloud Grey Laptop,Core i3,8GB,512GB SSD,15.6,53400
332,Acer Aspire 3 A315-510P (13th Gen Standard) Intel Core i3 N305 8GB RAM 512GB SSD 15.6 Inch FHD Display Pure Silver Laptop,Core i3,8GB,512GB SSD,15.6,54000
333,HP 15s-du3611TU Intel Core i3 1125G4 4GB RAM 1TB HDD 15.6 Inch FHD Display Jet Black Laptop,Ryzen 3,4GB,1TB HDD,15.6,55500
334,MSI Modern 14 C11M Intel Core i3 1115G4 8GB RAM 512GB SSD 14 Inch FHD Display Classic Black Laptop#9S7-14J312-242,Core i3,8GB,512GB SSD,14.0,56000
335,"Dell Inspiron 15 3535 AMD Ryzen 3 7320U 8GB RAM, 256GB SSD 15.6 Inch FHD Display Carbon Black Laptop",Core i3,8GB,256GB SSD,15.6,56000
336,HP 250 G8 Intel Core i3 1115G4 4GB RAM 1TB HDD 15.6 Inch FHD Display Ash Silver Laptop,Core i3,4GB,1TB HDD,15.6,56500
337,"Lenovo IdeaPad Slim 3i 14IAU7 Intel Core i3 1215U 8GB RAM, 256GB SSD 14 Inch FHD Display Misty Blue Laptop",Core i3,8GB,256GB SSD,14.0,56500
338,Lenovo IdeaPad Slim 3i 14ITL Intel Core i3 1115G4 8GB RAM 256GB SSD 14 Inch FHD Display Arctic Grey Laptop,Core i3,8GB,256GB SSD,14.0,56900
339,Asus ExpertBook P2451FA Intel Core i3 10110U 4GB RAM 1TB HDD 14 Inch FHD Display Star Black Laptop,Core i3,4GB,1TB HDD,14.0,57000
340,HP 240 G8 Intel Core i3 1115G4 8GB RAM 1TB HDD 14 Inch FHD Display Ash Laptop,Core i3,8GB,1TB HDD,14.0,57500
341,HP 250 G8 Intel Core i3 1115G4 8GB RAM 1TB HDD 15.6 Inch FHD Display Silver Laptop,Core i3,8GB,1TB HDD,15.6,57500
342,Lenovo IdeaPad Slim 3i 15ITL6 Intel Core i3 1115G4 8GB RAM 512GB SSD 15.6 Inch FHD Display Arctic Grey Laptop,Ryzen 3,8GB,512GB SSD,15.6,57500
343,Lenovo IdeaPad Slim 3i 14ITL6 Intel Core i3 1115G4 8GB RAM 512GB SSD 14 Inch FHD Display Arctic Grey Laptop,Ryzen 5,8GB,512GB SSD,14.0,57500
344,HP 255 G8 AMD Ryzen 3 5300U 8GB RAM 1TB HDD 15.6 Inch FHD Display Dark Ash Silver Laptop,Core i5,8GB,1TB HDD,15.6,57500
345,Acer Aspire 3 A315-24P AMD Ryzen 5 7520U 8GB RAM 15.6 Inch FHD Display Pure Silver Laptop,Core i5,8GB,512GB SSD,15.6,58000
346,"Infinix INBOOK Y2 Plus Intel Core i5 1155G7 8GB RAM, 512GB SSD 15.6 Inch FHD Display Silver Laptop",Core i3,8GB,512GB SSD,15.6,58990
347,"Infinix INBOOK Y2 Plus Intel Core i5 1155G7 8GB RAM, 512GB SSD 15.6 Inch FHD Display Grey Laptop",Core i3,8GB,512GB SSD,15.6,58990
348,Lenovo V15 Gen 3 Intel Core i3 1215U 8GB RAM 512GB SSD 15.6 Inch FHD Display Iron Grey Laptop,Core i3,8GB,512GB SSD,15.6,59500
349,"Lenovo IdeaPad Slim 3i 14IAU7 Intel Core i3 1215U 8GB RAM, 512GB SSD 14 Inch FHD Display Arctic Grey Laptop",Core i3,8GB,512GB SSD,14.0,59500
350,"Lenovo IdeaPad Slim 3i 15IAU7 Intel Core i3 1215U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Abyss Blue Laptop",Core i3,8GB,512GB SSD,15.6,59500
351,Dell Inspiron 15 3520 Intel Core i3 1215U 8GB RAM 512GB SSD 15.6 Inch FHD Display Carbon Black Laptop,Core i3,8GB,512GB SSD,15.6,60500
352,Lenovo IdeaPad Slim 3i 14ITL6 Intel Core i3 1115G4 8GB RAM 512GB SSD 14 Inch FHD Antiglare Display Arctic Grey Laptop,Core i3,8GB,512GB SSD,14.0,61000
353,Chuwi CoreBook XPro Intel Core i3 1215U 16GB RAM 512GB SSD 15.6 Inch FHD Display Grey Laptop,Core i3,16GB,512GB SSD,15.6,61000
354,"Asus VivoBook 15 X1500EA Intel Core i3 1115G4 8GB RAM, 1TB HDD + 256GB SSD 15.6 Inch FHD Display Indie Black Laptop",Core i5,8GB,1TB HDD+256GB SSD,15.6,61800
355,Asus VivoBook 15 K513EA Intel Core i3 1115G4 4GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop,Ryzen 3,4GB,512GB SSD,15.6,61900
356,Infinix INBOOK X2 Intel Core i5 1155G7 8GB RAM 512GB SSD14 Inch FHD Display Grey Laptop,Core i5,8GB,512GB SSD,14.0,61990
357,"Asus VivoBook Go 15 E1504FA AMD Ryzen 3 7320U 8GB RAM, 512GB SSD 15.6 Inch FHD LED Display Mixed Black Laptop",Core i5,8GB,512GB SSD,15.6,62000
358,"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Soft Lavender Laptop",Core i5,8GB,512GB SSD,14.0,62000
359,"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Infinite Black Laptop",Core i5,8GB,512GB SSD,14.0,62000
360,"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Star Silver Laptop",Core i5,8GB,512GB SSD,14.0,62000
361,"Avita LIBER V14 Intel Core i5 1135G7  8GBRAM, 512GB SSD 14 Inch FHD Display Anchor Grey Laptop",Core i5,8GB,512GB SSD,14.0,62000
362,"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Golden Matt Black Laptop",Core i5,8GB,512GB SSD,14.0,62000
363,"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Flowers on Yellow Laptop",Core i5,8GB,512GB SSD,14.0,62000
364,"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Paisley on Lilac Laptop",Core i5,8GB,512GB SSD,14.0,62000
365,"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Snowflakes on Azure Blue Laptop",Core i5,8GB,512GB SSD,14.0,62000
366,"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Snowflakes on Mountain Blue Laptop",Core i3,8GB,512GB SSD,14.0,62000
367,"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Iris on Ruby Laptop",Core i3,8GB,512GB SSD,14.0,62000
