,Product Name,Processor Type,RAM,Storage,Display,Price,Brand
516,Asus VivoBook Pro 15 M3500QC AMD Ryzen 9 5900HX 16GB RAM 512GB SSD 15.6 Inch FHD WV Display Quiet Blue Laptop,Ryzen 7,16,512GB SSD,15.6,154000,Asus
517,Microsoft Surface Laptop 5 Intel Core i5 1235U 8GB RAM 512GB SSD 13.5 Inch Pixelsense Multi Touch Display Platinum Alcantara Surface Laptop,Core i7,8,512GB SSD,13.5,154000,Microsoft
518,Asus TUF Gaming A15 FA506QM AMD Ryzen 7 5800H 16GB RAM 512GB SSD 15.6 Inch FHD Display Graphite Black (TUF) Gaming Laptop,Core i5,16,512GB SSD,15.6,154000,Asus
519,Lenovo IdeaPad Slim 5i 15IAL7 Intel Core i7 1255U 16GB RAM 512GB SSD 15.6 Inch FHD IPS Antiglare Display Storm Grey Laptop,Core i7,16,512GB SSD,15.6,155000,Lenovo
520,"Acer Predator Helios Neo 16 PHN16-71-59XW Intel Core i5 13500HX 16GBRAM, 512GB SSD 16 Inch WUXGA Display Obsidian Black Gaming Laptop",Core i7,16,512GB SSD,16.0,156000,Acer
521,Asus ZenBook 14X OLED UX5401EA Intel Core i7 1165G7 16GB RAM 512GB SSD 14 Inch 2.8K OLED WQHD Touch Display Pine Grey Laptop,Core i5,16,512GB SSD,14.0,157000,Asus
522,MSI Katana 15 B13VEK Intel Core i7 13620H 16GB RAM 1TB SSD 15.6 Inch FHD Display Black Gaming Laptop,Ryzen 7,16,1TB SSD,15.6,157500,MSI
523,Asus TUF Dash F15 FX517ZE Intel Core i5 12450H 16GB RAM 512GB SSD 15.6 Inch FHD Display OFF-Black Gaming Laptop,Core i5,16,512GB SSD,15.6,159000,Asus
524,Lenovo IdeaPad Gaming 3 15ARH7 AMD Ryzen 7 7735HS 16GB RAM 512GB SSD 15.6 Inch FHD Display Onyx Grey Gaming Laptop #82SB00PKIN-2Y,Core i7,16,512GB SSD,15.6,159000,Lenovo
525,Asus Zenbook 14 Flip OLED UP3404VA Intel Core i5 1340P 16GB RAM 512GB SSD 14 Inch 2.8K OLED WQHD Touch Display Foggy Silver Laptop,Ryzen 7,16,512GB SSD,14.0,159000,Asus
526,"Lenovo IdeaPad FLEX 5i 14IRU8 Intel Core i7 1355U 16GB RAM, 512GB SSD 14 Inch FHD+ WUXGA IPS Touch Display Arctic Grey Laptop",Apple M2,16,512GB SSD,14.0,160000,Lenovo
527,Asus TUF Gaming A15 FA507RM AMD Ryzen 7 6800H 16GB RAM 512GB SSD 15.6 Inch FHD Display Jaeger Gray (TUF) Gaming Laptop,Apple M2,16,512GB SSD,15.6,162900,Asus
528,Apple MacBook Pro (2022) Apple M2 Chip 8GB RAM 256GB SSD 13.3 Inch Retina Display Space Gray Laptop,Core i7,8,256GB SSD,13.3,163000,Apple
529,Apple MacBook Pro (2022) Apple M2 Chip 8GB RAM 256GB SSD 13.3 Inch Retina Display Silver Laptop,Core i7,8,256GB SSD,13.3,163000,Apple
530,Lenovo IdeaPad Gaming 3i 16IAH7 Intel Core i7 12650H 16GB RAM 512GB SSD 16 Inch FHD+ WUXGA Display Onyx Grey Gaming Laptop,Core i7,16,512GB SSD,16.0,165000,Lenovo
531,Lenovo Yoga Slim 6i 14IRH8 Intel Core i7 13700H 16GB RAM 512GB SSD 14 Inch FHD+ WUXGA OLED Display Storm Grey Laptop,Core i5,16,512GB SSD,14.0,165000,Lenovo
532,"MSI Katana 15 B13VFK Intel Core i7 13620H 16GB RAM, 1TB SSD 15.6 Inch FHD Display Black Gaming Laptop with MSI Essential Backpack",Apple M2,16,1TB SSD,15.6,167500,MSI
533,Microsoft Surface Laptop 5 Intel Core i5 1245U 16GB RAM 512GB SSD 13.5 Inch Pixelsense Multi Touch Display Matte Black Metal Surface Laptop,Apple M2,16,512GB SSD,13.5,168000,Microsoft
534,Apple MacBook Air (2023) Apple M2 Chip 8GB RAM 256GB SSD 15.3 Inch Liquid Retina Display Silver MacBook,Apple M2,8,256GB SSD,15.3,169000,Apple
535,Apple MacBook Air (2023) Apple M2 Chip 8GB RAM 256GB SSD 15.3 Inch Liquid Retina Display Midnight MacBook,Ryzen 7,8,256GB SSD,15.3,169000,Apple
536,Apple MacBook Air (2023) Apple M2 Chip 8GB RAM 256GB SSD 15.3 Inch Liquid Retina Display Starlight MacBook,Core i7,8,256GB SSD,15.3,169000,Apple
537,Asus VivoBook Pro 16X M7600QE AMD Ryzen 7 5800H 16GB RAM 512GB SSD 16 Inch 4K WQUXGA OLED Display 0 Degree Black Laptop,Core i7,16,512GB SSD,16.0,174000,Asus
538,Asus ZenBook Duo UX482EA Intel Core i7 1165G7 16GB RAM 512GB SSD 14 Inch FHD Touch Display Celestial Blue Laptop,Core i7,16,512GB SSD,14.0,174000,Asus
539,"Lenovo IdeaPad Pro 5i 16IRH8 Intel Core i7 13700H 16GB RAM, 512GB SSD 16 Inch 2.5K QHD WQXGA IPS Display Arctic Grey Laptop",Core i7,16,512GB SSD,16.0,175000,Lenovo
540,Lenovo Yoga Pro 7i 14IRH8 Intel Core i7 13700H 16GB RAM 512GB SSD 14.5 Inch 2.5K QHD WQXGA IPS Display Tidal Teal Laptop,Core i7,16,512GB SSD,14.5,175000,Lenovo
541,Acer Predator Helios Neo 16 PHN16-71-757P Intel Core i7 13700HX 16GB RAM 1TB SSD 16 Inch FHD+ WUXGA Display Obsidian Black Gaming Laptop,Ryzen 9,16,1TB SSD,16.0,176500,Acer
542,"Microsoft Surface Laptop 5 Intel Core i7 1255U 8GB RAM, 512GB SSD 15 Inch Pixelsense Multi Touch Display Platinum Metal Surface Laptop",Core i7,8,512GB SSD,15.0,178000,Microsoft
543,Asus TUF Gaming A15 FA507XV AMD Ryzen 9 7940HS 8GB RAM 512GB SSD 15.6 Inch 2K WQHD Display Jaeger Gray Gaming Laptop,Apple M2,8,512GB,15.6,179900,Asus
544,"Lenovo LOQ Gaming 15IRH8 Intel Core i7 13620H 16GB RAM, 512GB SSD 15.6 Inch FHD IPS Display Storm Grey Gaming Laptop",Core i7,16,512GB SSD,15.6,180000,Lenovo
545,Apple MacBook Pro (2022) Apple M2 Chip 8GB RAM 512GB SSD 13.3 Inch Retina Display Space Gray Laptop #MNEJ3LL/A / MNEJ3ZP/A,Apple M2,8,512GB SSD,13.3,182000,Apple
546,HP Envy 15-ep1890TX Intel Core i7 11800H 16GB RAM 1TB SSD 15.6 Inch FHD Touch Display Silver Laptop,Apple M2,16,1TB SSD,15.6,185000,Hp
547,Apple MacBook Air (2022) Apple M2 Chip 8GB RAM 512GB SSD 13.6 Inch Liquid Retina Display Space Gray MacBook #MLXX3LL/A / MLXX3ZP/A,Core i7,8,512GB SSD,13.6,185000,Apple
548,Apple MacBook Air (2022) Apple M2 Chip 8GB RAM 512GB SSD 13.6 Inch Liquid Retina Display Midnight MacBook #MLY43LL/A / MLY43ZP/A,Ryzen 7,8,512GB SSD,13.6,185000,Apple
549,Asus ZenBook Duo UX482EG Intel Core i7 1165G7 16GB RAM 512GB SSD 14 Inch FHD WV Touch Display Celestial Blue Laptop,Core i5,16,512GB SSD,14.0,185500,Asus
550,Asus ROG Strix G17 G713RM AMD Ryzen 7 6800H 16GB RAM 512GB SSD 17.3 Inch FHD Display Eclipse Gray Gaming Laptop,Ryzen 7,16,512GB SSD,17.3,185900,Asus
551,Asus TUF Dash F15 FX517ZM Intel Core i5 12450H 16GB RAM 512GB SSD 15.6 Inch FHD Display OFF-Black Gaming Laptop,Apple M2,16,512GB SSD,15.6,186000,Asus
552,"Lenovo Yoga Pro 7 14ARP8 AMD Ryzen 7 7735HS 16GB RAM, 512GB SSD 14.5 Inch 3K Display Tidal Teal Laptop",Core i7,16,512GB SSD,14.5,187000,Lenovo
553,Apple MacBook Air (2022) Apple M2 Chip 16GB RAM 256GB SSD 13.6 Inch Liquid Retina Display Starlight MacBook,Core i7,16,256GB SSD,13.6,187500,Apple
554,Asus ZenBook S 13 OLED UX5304VA Intel Core i7 1355U 16GB RAM 1TB SSD 13.3 Inch 2.8K OLED WQHD Display Ponder Blue Laptop,Core i7,16,1TB SSD,13.3,189900,Asus
555,Lenovo LOQ Gaming 15IRH8 Intel Core i7 13620H 16GB RAM 512GB SSD 15.6 Inch FHD Display torm Grey Gaming Laptop,Core i7,16,512GB SSD,15.6,190000,Lenovo
556,"Asus Zenbook 14 Flip OLED UP3404VA Intel Core i7 1360P 16GB RAM, 512GB SSD 14 Inch 2.8K OLED WQHD Touch Display Foggy Silver Laptop",Core i7,16,512GB SSD,14.0,195000,Asus
557,Microsoft Surface Laptop 5 Intel Core i7 1255U 16GB RAM 512GB SSD 13.5 Inch Pixelsense Multi Touch Display Platinum Metal Surface Laptop,Core i7,16,512GB SSD,13.5,198000,Microsoft
558,Microsoft Surface Laptop 5 Intel Core i7 1255U 16GB RAM 512GB SSD 13.5 Inch Pixelsense Multi Touch Display Sandstone Metal Surface Laptop,Apple M2,16,512GB SSD,13.5,198000,Microsoft
559,Asus ZenBook S 13 OLED UX5304VA Intel Core i7 1355U 16GB RAM 1TB SSD 13.3 Inch 3K OLED WQHD Display Basalt Grey Laptop,Apple M2,16,1TB SSD,13.3,199990,Asus
560,Apple MacBook Air (2023) Apple M2 Chip 8GB RAM 512GB SSD 15.3 Inch Liquid Retina Display Space Gray MacBook,Apple M2,8,512GB SSD,15.3,205000,Apple
561,Apple MacBook Air (2023) Apple M2 Chip 8GB RAM 512GB SSD 15.3 Inch Liquid Retina Display Silver MacBook,Ryzen 7,8,512GB SSD,15.3,205000,Apple
562,"Apple MacBook Air (2023) Apple M2 Chip 8GB RAM 512GB SSD 15.3 Inch Liquid Retina Display Midnight MacBook #MQKX3LL/A, MQKX3ZP/A, MQKX3PA/A",Core i7,8,512GB SSD,15.3,205000,Apple
563,"Lenovo Legion Slim 5 16APH8 AMD Ryzen 7 7840HS 16GB RAM, 512GB SSD 16 Inch 2.5K QHD WQXGA Display Storm Grey Gaming Laptop",Core i7,16,512GB SSD,16.0,212000,Lenovo
564,Microsoft Surface Laptop 4 Intel Core i7 1185G7 32GB RAM 1TB SSD 13.5 Inch Pixelsense Multi Touch Display Matte Black Metal Surface Laptop #5GB-00021,Apple M3,32,1TB SSD,13.5,215000,Microsoft
565,Acer Predator Helios 16 PH16-71-70L4 Intel Core i7 13700HX 16GB RAM 1TB SSD 16 Inch 2.5K QHD+ WQXGA Display Abyssal Black Gaming Laptop,Apple M3,16,1TB SSD,16.0,215000,Acer
566,"Apple MacBook Pro (Late 2023) Apple M3 8GB RAM, 512GB SSD 14.2 Inch Liquid Retina XDR Display Silver Laptop",Core i7,8,512GB SSD,14.2,228000,Apple
567,"Apple MacBook Pro (Late 2023) Apple M3 8GB RAM, 512GB SSD 14.2 Inch Liquid Retina XDR Display Space Gray Laptop",Core i7,8,512GB SSD,14.2,228000,Apple
568,Lenovo Legion 5i 15IAH7H Intel Core i7 12700H 16GB RAM 1TB SSD 15.6 Inch FHD Display Storm Grey Gaming Laptop,Core i7,16,1TB SSD,15.6,248000,Lenovo
569,Lenovo Legion 5i Pro 16IAH7H Intel Core i7 12700H 16GB RAM 1TB SSD 16 Inch 2.5K QHD WQXGA Display Storm Grey Gaming Laptop,Core i7,16,1TB SSD,16.0,255000,Lenovo
570,Lenovo Legion Slim 7i 16IAH7 Intel Core i7 12700H 16GB RAM 1TB SSD 16 Inch 2.5K QHD WQXGA Display Onyx Grey Gaming Laptop,Apple M2,16,1TB SSD,16.0,255000,Lenovo
571,Lenovo Legion Slim 7i 16IAH7 Intel Core i7 12700H 16GB RAM 1TB SSD 16 Inch 2.5K QHD WQXGA Display Onyx Grey Gaming Laptop #82TF005UIN-2Y,Apple M2,16,1TB SSD,16.0,259000,Lenovo
572,Apple MacBook Air (2022) Apple M2 Chip 24GB RAM 512GB SSD 13.6 Inch Liquid Retina Display Midnight MacBook,Apple M2,24,512GB SSD,13.6,265000,Apple
573,Apple MacBook Air (2023) Apple M2 Chip 16GB RAM 512GB SSD 15.3 Inch Liquid Retina Display Midnight MacBook,Apple M2,16,512GB SSD,15.3,265000,Apple
574,Apple MacBook Air (2023) Apple M2 Chip 16GB RAM 512GB SSD 15.3 Inch Liquid Retina Display Space Gray MacBook #Z18L000PR,Core i7,16,512GB SSD,15.3,265000,Apple
575,Apple MacBook Air (2022) Apple M2 Chip 24GB RAM 1TB SSD 13.6 Inch Liquid Retina Display Midnight MacBook,Apple M3,24,1TB SSD,13.6,265000,Apple
576,"Lenovo Yoga 9i 14IRP8 Intel Core i7 1360P 16GB RAM, 1TB SSD 14 Inch 2.8K OLED WQHD Touch Display Oatmeal Laptop",Apple M3,16,1TB SSD,14.0,268000,Lenovo
577,"Apple MacBook Pro (Late 2023) Apple M3 8GB RAM, 1TB SSD 14.2 Inch Liquid Retina XDR Display Space Gray Laptop",Core i7,8,1TB SSD,14.2,270000,Apple
578,"Apple MacBook Pro (Late 2023) Apple M3 8GB RAM, 1TB SSD 14.2 Inch Liquid Retina XDR Display Silver Laptop",Core i7,8,1TB SSD,14.2,270000,Apple
579,Lenovo Legion Slim 7i 16IRH8 Intel Core i7 13700H 16GB RAM 1TB SSD 16 Inch 3.2K Display Storm Grey Gaming Laptop,Core i7,16,1TB,16.0,273000,Lenovo
580,Lenovo Legion Pro 5i 16IRX8 Intel Core i7 13700HX 16GB RAM 1TB SSD 16 Inch 2.5K QHD WQXGA Display Onyx Grey Gaming Laptop,Ryzen 7,16,1TB,16.0,273000,Lenovo
581,Acer Predator Helios 16 PH16-71-74MN Intel Core i7 13700HX 32GB RAM 1TB SSD 16 Inch QHD+ WQXGA Display Abyssal Black Gaming Laptop,Apple M3,32,1TB SSD,16.0,274900,Acer
582,Asus ProArt StudioBook 16 H5600QM AMD Ryzen 7 5800H 16GB RAM 1TB SSD 16 Inch 4K WQUXGA OLED Display Star Black Laptop,Apple M3,16,1TB SSD,16.0,275000,Asus
583,"Apple MacBook Pro (Late 2023) Apple M3 Pro 18GB RAM, 512GB SSD 14.2 Inch Liquid Retina XDR Display Space Black Laptop",Apple M2,18,512GB SSD,14.2,285000,Apple
584,"Apple MacBook Pro (Late 2023) Apple M3 Pro 18GB RAM, 512GB SSD 14.2 Inch Liquid Retina XDR Display Silver Laptop",Core i7,18,512GB SSD,14.2,285000,Apple
585,"Apple MacBook Air (2023) Apple M2 16GB RAM, 512GB SSD 15.3 Inch Liquid Retina Display Silver Laptop",Core i7,16,512GB SSD,15.3,285000,Apple
586,Lenovo Legion Pro 5i 16IRX8 Intel Core i7 13700HX 32GB RAM 1TB SSD 16 Inch 2.5K QHD WQXGA Display Onyx Grey Gaming Laptop,Apple M3,32,1TB,16.0,288000,Lenovo
587,Microsoft Surface Laptop Studio Intel Core i7 11370H 32GB RAM 1TB SSD 14.4 Inch Pixelsense Flow Multi Touch Display Platinum Surface Laptop #ABY-00001,Apple M1,32,1TB SSD,14.4,289000,Microsoft
588,"Apple MacBook Pro (Late 2023) Apple M3 16GB RAM, 512GB SSD 14.2 Inch Liquid Retina XDR Display Space Gray Laptop",Ryzen 9,16,512GB SSD,14.2,295000,Apple
589,Apple MacBook Pro (Late 2021) Apple M1 Pro (10-Core) Chip 32GB RAM 1TB SSD 14.2 Inch Liquid Retina XDR Display Space Gray Laptop,Core i9,32,1TB SSD,14.2,299000,Apple
590,Asus ProArt StudioBook 16 H5600QM AMD Ryzen 9 5900HX 32GB RAM 1TB SSD 16 Inch 4K WQUXGA OLED Display Star Black Laptop,Apple M2,32,1TB SSD,16.0,302000,Asus
591,"Asus ZenBook Pro 14 OLED UX6404VV Intel Core i9 13900H 16GB RAM, 1TB SSD 14.5 Inch 2.8K OLED WQHD Touch Display Tech Black Laptop",Apple M2,16,1TB SSD,14.5,305000,Asus
592,Apple MacBook Pro (2023) Apple M2 Pro Chip 16GB RAM 1TB SSD 14.2 Inch Liquid Retina XDR Display Space Gray Laptop,Apple M2,16,1TB SSD,14.2,315000,Apple
593,Apple MacBook Pro (2023) Apple M2 Pro Chip 16GB RAM 1TB SSD 14.2 Inch Liquid Retina XDR Display Silver Laptop,Ryzen 9,16,1TB SSD,14.2,315000,Apple
594,Apple MacBook Air (2022) Apple M2 Chip 24GB RAM 2TB SSD 13.6 Inch Liquid Retina Display Midnight MacBook,Apple M2,24,2TB SSD,13.6,325000,Apple
595,Asus ProArt StudioBook 16 H5600QR AMD Ryzen 9 5900HX 32GB RAM 1TB SSD 16 Inch 4K WQUXGA OLED Display Star Black Laptop,Core i9,32,1TB SSD,16.0,333000,Asus
596,Apple MacBook Pro (2023) Apple M2 Pro Chip 16GB RAM 512GB SSD 16.2 Inch Liquid Retina XDR Display Silver Laptop,Apple M2,16,512GB SSD,16.2,335000,Apple
597,Lenovo Legion 7i Gaming 16IAX7 Intel Core i9 12900HX 32GB RAM 1TB SSD 16 Inch 2.5K QHD WQXGA IPS Anti-Glare Display Storm Grey-Black Gaming Laptop,Apple M1,32,1TB SSD,16.0,338000,Lenovo
598,Apple MacBook Pro (2023) Apple M2 Pro Chip 16GB RAM 512GB SSD 16.2 Inch Liquid Retina XDR Display Space Gray Laptop,Apple M3,16,512GB SSD,16.2,340000,Apple
599,Apple MacBook Pro (Late 2021) Apple M1 Max (10-Core) Chip 32GB RAM 1TB SSD 16.2 Inch Liquid Retina XDR Display Silver Laptop,Apple M3,32,1TB SSD,16.2,350000,Apple
600,"Apple MacBook Pro (Late 2023) Apple M3 Pro 18GB RAM, 1TB SSD 14.2 Inch Liquid Retina XDR Display Space Black Laptop",Apple M3,18,1TB SSD,14.2,352000,Apple
601,"Apple MacBook Pro (Late 2023) Apple M3 Pro 18GB RAM, 1TB SSD 14.2 Inch Liquid Retina XDR Display Silver Laptop",Apple M3,18,1TB SSD,14.2,352000,Apple
602,"Apple Macbook Pro (Late 2023) Apple M3 Pro 18GB RAM, 512GB SSD 16.2 Inch Liquid Retina XDR Display Space Black Laptop",Core i7,18,512GB SSD,16.2,380000,Apple
603,"Apple Macbook Pro (Late 2023) Apple M3 Pro 18GB RAM, 512GB SSD 16.2 Inch Liquid Retina XDR Display Silver Laptop",Apple M2,18,512GB SSD,16.2,380000,Apple
604,Microsoft Surface Laptop Studio Intel Core i7 11370H 32GB RAM 2TB SSD 14.4 Inch Pixelsense Flow Multi Touch Display Platinum Surface Laptop #AI2-00001,Apple M2,32,2TB SSD,14.4,395000,Microsoft
605,Apple MacBook Pro (2023) Apple M2 Max Chip 32GB RAM 1TB SSD 14.2 Inch Liquid Retina XDR Display Space Gray Laptop,Apple M3,32,1TB SSD,14.2,396000,Apple
606,Apple MacBook Pro (2023) Apple M2 Max Chip 32GB RAM 1TB SSD 14.2 Inch Liquid Retina XDR Display Silver Laptop,Apple M3,32,1TB SSD,14.2,396000,Apple
607,"Apple Macbook Pro (Late 2023) Apple M3 Pro 36GB RAM, 512GB SSD 16.2 Inch Liquid Retina XDR Display Space Black Laptop",Apple M3,36,512GB SSD,16.2,399000,Apple
608,"Apple Macbook Pro (Late 2023) Apple M3 Pro 36GB RAM, 1TB SSD 16.2 Inch Liquid Retina XDR Display Silver Laptop",Apple M3,36,1TB SSD,16.2,415000,Apple
609,"Apple MacBook Pro (Late 2023) Apple M3 Max 36GB RAM, 1TB SSD 14.2 Inch Liquid Retina XDR Display Space Black Laptop #Z1AV001HY",Apple M3,36,1TB SSD,14.2,415000,Apple
610,"Apple Macbook Pro (Late 2023) Apple M3 Pro 36GB, 512GB SSD 16.2 Inch Liquid Retina XDR Display Silver Laptop",Apple M3,36,512GB SSD,16.2,445000,Apple
611,"Apple Macbook Pro (Late 2023) Apple M3 Max 36GB RAM, 1TB SSD 16.2 Inch Liquid Retina XDR Display Silver Laptop",Apple M3,36,512GB SSD,16.2,445000,Apple
612,"Apple Macbook Pro (Late 2023) Apple M3 Pro 36GB RAM, 1TB SSD 16.2 Inch Liquid Retina XDR Display Space Black Laptop",Apple M3,36,1TB SSD,16.2,450000,Apple
613,"Apple MacBook Pro (Late 2023) Apple M3 Max 36GB RAM, 1TB SSD 14.2 Inch Liquid Retina XDR Display Space Black Laptop",Apple M3,36,1TB SSD,14.2,450000,Apple
614,"Apple MacBook Pro (Late 2023) Apple M3 Max 36GB RAM, 1TB SSD 14.2 Inch Liquid Retina XDR Display Silver Laptop",Apple M2,36,1TB SSD,14.2,450000,Apple
615,"Apple Macbook Pro (Late 2023) Apple M3 Max 36GB, 1TB SSD 16.2 Inch Liquid Retina XDR Display Space Black Laptop",Apple M1,36,1TB SSD,16.2,460000,Apple
616,Apple MacBook Pro (2023) Apple M2 Max Chip 32GB RAM 1TB SSD 16.2 Inch Liquid Retina XDR Display Space Gray Laptop,Apple M2,32,1TB SSD,16.2,465000,Apple
617,Apple MacBook Pro (Late 2021) Apple M1 Max Chip 64GB RAM 4TB SSD 16.2 Inch Liquid Retina XDR Display Space Gray Laptop #MK233LL/A,Apple M3,64,4TB SSD,16.2,479000,Apple
618,Apple Macbook Pro (Early 2023) Apple M2 Max Chip 32GB RAM 2TB SSD 16.2 Inch Liquid Retina XDR Display Space Gray Laptop,Apple M3,32,2TB SSD,16.2,495000,Apple
619,"Apple Macbook Pro (Late 2023) Apple M3 Max 48GB RAM, 1TB SSD 16.2 Inch Liquid Retina XDR Display Silver Laptop",Apple M3,48,1TB SSD,16.2,538000,Apple
620,"Apple Macbook Pro (Late 2023) Apple M3 Max 48GB RAM, 1TB SSD 16.2 Inch Liquid Retina XDR Display Space Black Laptop",Apple M3,48,1TB SSD,16.2,540000,Apple
